Theta, Alpha, Low_beta, High_beta, Gamma 
0.930396672,0.255750065,0.114699771,0.072907806,0.052640603
1.465942315,0.507037307,0.263575188,0.25784036,0.098257946
0.776339636,0.241015521,0.147147379,0.118575502,0.051889644
0.427358212,0.157965875,0.15806647,0.08770412,0.047113896
0.472971745,0.18697378,0.308139854,0.05932665,0.065055251
0.573039118,0.181684645,0.070980818,0.070818236,0.059868773
0.877143217,0.430273054,0.167365897,0.125019465,0.076011446
0.776339636,0.241015521,0.147147379,0.118575502,0.051889644
0.427358212,0.157965875,0.15806647,0.08770412,0.047113896
0.472971745,0.18697378,0.308139854,0.05932665,0.065055251
0.573039118,0.181684645,0.070980818,0.070818236,0.059868773
0.877143217,0.430273054,0.167365897,0.125019465,0.076011446
0.776339636,0.241015521,0.147147379,0.118575502,0.051889644
0.427358212,0.157965875,0.15806647,0.08770412,0.047113896
0.472971745,0.18697378,0.308139854,0.05932665,0.065055251
0.573039118,0.181684645,0.070980818,0.070818236,0.059868773
0.877143217,0.430273054,0.167365897,0.125019465,0.076011446
0.630877437,0.319071059,0.065893842,0.092140833,0.060934921
0.198605169,0.182760713,0.15837763,0.085443745,0.075122284
0.752257994,0.123878972,0.331976776,0.066334919,0.057184585
0.33575068,0.135093504,0.14647235,0.051606016,0.047192391
0.785266467,0.279666609,0.124564805,0.063048659,0.091481671
0.604926399,0.530514575,0.174929709,0.085735199,0.075653823
0.200491525,0.262195612,0.19269911,0.04012739,0.073894458
0.470078388,0.176356407,0.161129942,0.071547429,0.043847882
0.427777489,0.228967279,0.15051255,0.091358783,0.055560481
0.801393351,0.402752022,0.213619811,0.088362843,0.100900424
0.344316821,0.601895446,0.326133191,0.126137968,0.066911721
0.277291154,0.436401196,0.157349057,0.047750291,0.047232923
0.561545385,0.470206908,0.266159591,0.062804099,0.046349448
0.586847569,0.501224387,0.118937942,0.13863113,0.057462976
0.481414144,0.517756114,0.247719993,0.161480271,0.080164985
0.248798331,0.339015395,0.275479811,0.12773945,0.05370467
0.336238582,0.563359475,0.173075168,0.065166245,0.051779068
0.661667639,0.45153314,0.346195235,0.11729455,0.059276808
0.385266641,0.381206036,0.229846037,0.109367302,0.055800938
0.191674388,0.324322615,0.172539183,0.148936942,0.058394822
0.248798331,0.339015395,0.275479811,0.12773945,0.05370467
0.336238582,0.563359475,0.173075168,0.065166245,0.051779068
0.661667639,0.45153314,0.346195235,0.11729455,0.059276808
0.385266641,0.381206036,0.229846037,0.109367302,0.055800938
0.191674388,0.324322615,0.172539183,0.148936942,0.058394822
0.456159954,0.266663201,0.213214494,0.093493954,0.072683079
0.29610102,0.400723128,0.169463113,0.087797774,0.070142519
0.479119323,0.199467976,0.457892568,0.116881397,0.052931766
0.206728124,0.152471586,0.27450196,0.066472976,0.064779949
0.456806569,0.296082028,0.130530378,0.104883746,0.050035564
0.734114352,0.382592964,0.183261978,0.107206937,0.047128454
0.273650283,0.263231761,0.179862607,0.097005462,0.054704348
0.344364832,0.197457229,0.353968962,0.07463881,0.054108448
0.369086212,0.193263981,0.395151297,0.087509029,0.067414032
0.818933981,0.367302887,0.218205898,0.11913268,0.044669221
1.211377556,0.415819157,0.234453981,0.135790632,0.046216438
0.624131109,0.347547475,0.090240105,0.081287313,0.035885643
0.570210827,0.325782757,0.242918021,0.102498332,0.073489078
0.669001657,0.201690767,0.228984278,0.091791594,0.064456132
1.200697156,0.29631754,0.275554252,0.114113583,0.04753163
0.806601371,0.404781245,0.258521633,0.141700797,0.067003669
3.712955337,1.762405959,0.454984617,0.201326256,0.062940941
3.068506783,1.040247649,0.637792823,0.295319541,0.094086012
2.492985806,0.941272305,0.459440464,0.186935098,0.074805428
0.97395743,0.665479842,0.371407795,0.187763764,0.044236873
0.806601371,0.404781245,0.258521633,0.141700797,0.067003669
3.712955337,1.762405959,0.454984617,0.201326256,0.062940941
3.068506783,1.040247649,0.637792823,0.295319541,0.094086012
2.492985806,0.941272305,0.459440464,0.186935098,0.074805428
0.97395743,0.665479842,0.371407795,0.187763764,0.044236873
0.806601371,0.404781245,0.258521633,0.141700797,0.067003669
3.712955337,1.762405959,0.454984617,0.201326256,0.062940941
3.068506783,1.040247649,0.637792823,0.295319541,0.094086012
2.492985806,0.941272305,0.459440464,0.186935098,0.074805428
0.97395743,0.665479842,0.371407795,0.187763764,0.044236873
0.806601371,0.404781245,0.258521633,0.141700797,0.067003669
3.712955337,1.762405959,0.454984617,0.201326256,0.062940941
3.068506783,1.040247649,0.637792823,0.295319541,0.094086012
2.492985806,0.941272305,0.459440464,0.186935098,0.074805428
0.97395743,0.665479842,0.371407795,0.187763764,0.044236873
0.752603286,0.630596023,0.363241447,0.294945286,0.087996852
6.731205593,3.076042892,1.044994507,0.366420857,0.165405745
4.588115357,1.654229441,0.715375914,0.421572603,0.102743044
4.344769722,2.547352578,1.254708434,0.366986835,0.213721824
1.436696973,1.174354417,0.737005182,0.266394607,0.091965833
0.752603286,0.630596023,0.363241447,0.294945286,0.087996852
6.731205593,3.076042892,1.044994507,0.366420857,0.165405745
4.588115357,1.654229441,0.715375914,0.421572603,0.102743044
4.344769722,2.547352578,1.254708434,0.366986835,0.213721824
1.436696973,1.174354417,0.737005182,0.266394607,0.091965833
0.752603286,0.630596023,0.363241447,0.294945286,0.087996852
6.731205593,3.076042892,1.044994507,0.366420857,0.165405745
4.588115357,1.654229441,0.715375914,0.421572603,0.102743044
4.344769722,2.547352578,1.254708434,0.366986835,0.213721824
1.436696973,1.174354417,0.737005182,0.266394607,0.091965833
0.752603286,0.630596023,0.363241447,0.294945286,0.087996852
6.731205593,3.076042892,1.044994507,0.366420857,0.165405745
4.588115357,1.654229441,0.715375914,0.421572603,0.102743044
4.344769722,2.547352578,1.254708434,0.366986835,0.213721824
1.436696973,1.174354417,0.737005182,0.266394607,0.091965833
1.098248639,0.485159894,0.246501348,0.258020632,0.109890735
2.478158727,1.061510768,0.561650888,0.206082325,0.217558483
1.922257293,0.461272199,0.339735413,0.182809452,0.055272019
2.205455275,1.378308843,0.680768419,0.292192087,0.414259824
2.012354042,0.747296113,0.43223919,0.198786656,0.141706882
1.098248639,0.485159894,0.246501348,0.258020632,0.109890735
2.478158727,1.061510768,0.561650888,0.206082325,0.217558483
1.922257293,0.461272199,0.339735413,0.182809452,0.055272019
2.205455275,1.378308843,0.680768419,0.292192087,0.414259824
2.012354042,0.747296113,0.43223919,0.198786656,0.141706882
1.098248639,0.485159894,0.246501348,0.258020632,0.109890735
2.478158727,1.061510768,0.561650888,0.206082325,0.217558483
1.922257293,0.461272199,0.339735413,0.182809452,0.055272019
2.205455275,1.378308843,0.680768419,0.292192087,0.414259824
2.012354042,0.747296113,0.43223919,0.198786656,0.141706882
1.098248639,0.485159894,0.246501348,0.258020632,0.109890735
2.478158727,1.061510768,0.561650888,0.206082325,0.217558483
1.922257293,0.461272199,0.339735413,0.182809452,0.055272019
2.205455275,1.378308843,0.680768419,0.292192087,0.414259824
2.012354042,0.747296113,0.43223919,0.198786656,0.141706882
0.728500742,0.50292999,0.160679544,0.127537784,0.093261596
0.946632818,0.367564924,0.23876951,0.119415142,0.119822093
0.401990603,0.258722126,0.258500392,0.122498792,0.042603306
0.532826002,0.473979574,0.342942563,0.313446653,0.426123173
1.420878796,0.593340538,0.270404009,0.148721308,0.14130037
0.728500742,0.50292999,0.160679544,0.127537784,0.093261596
0.946632818,0.367564924,0.23876951,0.119415142,0.119822093
0.401990603,0.258722126,0.258500392,0.122498792,0.042603306
0.532826002,0.473979574,0.342942563,0.313446653,0.426123173
1.420878796,0.593340538,0.270404009,0.148721308,0.14130037
0.728500742,0.50292999,0.160679544,0.127537784,0.093261596
0.946632818,0.367564924,0.23876951,0.119415142,0.119822093
0.401990603,0.258722126,0.258500392,0.122498792,0.042603306
0.532826002,0.473979574,0.342942563,0.313446653,0.426123173
1.420878796,0.593340538,0.270404009,0.148721308,0.14130037
0.191187671,0.253679319,0.151815715,0.107793741,0.063943241
0.40284998,0.231459272,0.180360171,0.107942064,0.061409639
0.282138717,0.249941333,0.165212336,0.10736471,0.042663052
0.402548247,0.400127666,0.436842679,0.365157832,0.278229144
0.526668266,0.240968587,0.294155785,0.194114214,0.082627862
0.191187671,0.253679319,0.151815715,0.107793741,0.063943241
0.40284998,0.231459272,0.180360171,0.107942064,0.061409639
0.282138717,0.249941333,0.165212336,0.10736471,0.042663052
0.402548247,0.400127666,0.436842679,0.365157832,0.278229144
0.526668266,0.240968587,0.294155785,0.194114214,0.082627862
0.191187671,0.253679319,0.151815715,0.107793741,0.063943241
0.40284998,0.231459272,0.180360171,0.107942064,0.061409639
0.282138717,0.249941333,0.165212336,0.10736471,0.042663052
0.402548247,0.400127666,0.436842679,0.365157832,0.278229144
0.526668266,0.240968587,0.294155785,0.194114214,0.082627862
0.348290774,0.150350523,0.110150274,0.132047098,0.038647448
0.568952948,0.273349183,0.131175293,0.086272991,0.041234468
0.525676998,0.418603567,0.24112047,0.101433823,0.05329619
0.717510147,0.224917195,0.323636001,0.233000244,0.226804869
0.736428839,0.321301939,0.188948746,0.127805742,0.055532928
0.348290774,0.150350523,0.110150274,0.132047098,0.038647448
0.568952948,0.273349183,0.131175293,0.086272991,0.041234468
0.525676998,0.418603567,0.24112047,0.101433823,0.05329619
0.717510147,0.224917195,0.323636001,0.233000244,0.226804869
0.736428839,0.321301939,0.188948746,0.127805742,0.055532928
0.348290774,0.150350523,0.110150274,0.132047098,0.038647448
0.568952948,0.273349183,0.131175293,0.086272991,0.041234468
0.525676998,0.418603567,0.24112047,0.101433823,0.05329619
0.717510147,0.224917195,0.323636001,0.233000244,0.226804869
0.736428839,0.321301939,0.188948746,0.127805742,0.055532928
0.568086074,0.146908269,0.280324501,0.126813362,0.053147524
0.594604537,0.261040626,0.06934032,0.060948228,0.037008598
0.848464434,0.357386578,0.233014951,0.097419271,0.057784855
0.671988474,0.3301621,0.501191838,0.144602042,0.129317662
1.205363411,0.476229806,0.468203305,0.168759838,0.092699575
0.568086074,0.146908269,0.280324501,0.126813362,0.053147524
0.594604537,0.261040626,0.06934032,0.060948228,0.037008598
0.848464434,0.357386578,0.233014951,0.097419271,0.057784855
0.671988474,0.3301621,0.501191838,0.144602042,0.129317662
1.205363411,0.476229806,0.468203305,0.168759838,0.092699575
0.568086074,0.146908269,0.280324501,0.126813362,0.053147524
0.594604537,0.261040626,0.06934032,0.060948228,0.037008598
0.848464434,0.357386578,0.233014951,0.097419271,0.057784855
0.671988474,0.3301621,0.501191838,0.144602042,0.129317662
1.205363411,0.476229806,0.468203305,0.168759838,0.092699575
0.568086074,0.146908269,0.280324501,0.126813362,0.053147524
0.594604537,0.261040626,0.06934032,0.060948228,0.037008598
0.848464434,0.357386578,0.233014951,0.097419271,0.057784855
0.671988474,0.3301621,0.501191838,0.144602042,0.129317662
1.205363411,0.476229806,0.468203305,0.168759838,0.092699575
0.558652269,0.247599999,0.283609876,0.112232075,0.058466364
0.658636275,0.213908349,0.112016447,0.070668598,0.08909001
0.559019455,0.228085785,0.123968761,0.078973874,0.062579591
0.537172491,0.298497398,0.818225362,0.123716134,0.114114037
0.508397872,0.456485678,0.44282083,0.17020753,0.101220805
0.558652269,0.247599999,0.283609876,0.112232075,0.058466364
0.658636275,0.213908349,0.112016447,0.070668598,0.08909001
0.559019455,0.228085785,0.123968761,0.078973874,0.062579591
0.537172491,0.298497398,0.818225362,0.123716134,0.114114037
0.508397872,0.456485678,0.44282083,0.17020753,0.101220805
0.558652269,0.247599999,0.283609876,0.112232075,0.058466364
0.658636275,0.213908349,0.112016447,0.070668598,0.08909001
0.559019455,0.228085785,0.123968761,0.078973874,0.062579591
0.537172491,0.298497398,0.818225362,0.123716134,0.114114037
0.508397872,0.456485678,0.44282083,0.17020753,0.101220805
0.558652269,0.247599999,0.283609876,0.112232075,0.058466364
0.658636275,0.213908349,0.112016447,0.070668598,0.08909001
0.559019455,0.228085785,0.123968761,0.078973874,0.062579591
0.537172491,0.298497398,0.818225362,0.123716134,0.114114037
0.508397872,0.456485678,0.44282083,0.17020753,0.101220805
0.691776996,0.545699079,0.303110828,0.19135303,0.054500509
0.831870654,0.40953579,0.196122293,0.151982386,0.219538201
0.228614558,0.382429799,0.152298944,0.075119684,0.069214796
0.55457351,0.525503926,0.955932774,0.283596027,0.28463236
0.557984846,0.932859128,0.420905672,0.182665862,0.08781777
0.691776996,0.545699079,0.303110828,0.19135303,0.054500509
0.831870654,0.40953579,0.196122293,0.151982386,0.219538201
0.228614558,0.382429799,0.152298944,0.075119684,0.069214796
0.55457351,0.525503926,0.955932774,0.283596027,0.28463236
0.557984846,0.932859128,0.420905672,0.182665862,0.08781777
0.691776996,0.545699079,0.303110828,0.19135303,0.054500509
0.831870654,0.40953579,0.196122293,0.151982386,0.219538201
0.228614558,0.382429799,0.152298944,0.075119684,0.069214796
0.55457351,0.525503926,0.955932774,0.283596027,0.28463236
0.557984846,0.932859128,0.420905672,0.182665862,0.08781777
0.691776996,0.545699079,0.303110828,0.19135303,0.054500509
0.831870654,0.40953579,0.196122293,0.151982386,0.219538201
0.228614558,0.382429799,0.152298944,0.075119684,0.069214796
0.55457351,0.525503926,0.955932774,0.283596027,0.28463236
0.557984846,0.932859128,0.420905672,0.182665862,0.08781777
0.512430261,0.416500189,0.3980501,0.281140455,0.084890182
0.44604674,0.321466592,0.438270482,0.255441147,0.289767892
0.339466357,0.610329698,0.265297518,0.087507001,0.058302202
0.420000008,0.554240611,0.380817388,0.39370033,0.281022025
0.749517665,0.763322848,0.505347923,0.298642795,0.100550658
0.512430261,0.416500189,0.3980501,0.281140455,0.084890182
0.44604674,0.321466592,0.438270482,0.255441147,0.289767892
0.339466357,0.610329698,0.265297518,0.087507001,0.058302202
0.420000008,0.554240611,0.380817388,0.39370033,0.281022025
0.749517665,0.763322848,0.505347923,0.298642795,0.100550658
